chr#	GeneID	Symbol	EnsemblID	HGNCID	MIM Number	UniprotAC	UniprotID	type_of_gene	Feature_type	Feature_type2	Feature_type3	Feature_type4	Feature_type5	Feature_type6	Feature_type7	Feature_type8	Feature_type9	Feature_type10	Feature_type11
1	126805577	LOC126805577						biological-region	enhancer										
1	126805578	LOC126805578						biological-region	enhancer										
1	126805579	LOC126805579						biological-region	enhancer										
1	126805580	LOC126805580						biological-region	enhancer										
1	126805581	LOC126805581						biological-region	enhancer										
1	126805582	LOC126805582						biological-region	enhancer										
1	126805583	LOC126805583						biological-region	enhancer										
1	126805584	LOC126805584						biological-region	enhancer										
1	126805585	LOC126805585						biological-region	enhancer										
1	126805586	LOC126805586						biological-region	enhancer										
1	126805587	LOC126805587						biological-region	enhancer										
1	126805588	LOC126805588						biological-region	enhancer										
1	126805589	LOC126805589						biological-region	enhancer										
1	126805590	LOC126805590						biological-region	enhancer										
1	126805591	LOC126805591						biological-region	enhancer										
1	126805592	LOC126805592						biological-region	enhancer										
1	126805593	LOC126805593						biological-region	enhancer										
1	126805594	LOC126805594						biological-region	enhancer										
1	126805595	LOC126805595						biological-region	enhancer										
1	126805596	LOC126805596						biological-region	enhancer										
1	126805597	LOC126805597						biological-region	enhancer										
1	126805598	LOC126805598						biological-region	enhancer										
1	126805599	LOC126805599						biological-region	enhancer										
1	126805600	LOC126805600						biological-region	enhancer										
1	126805601	LOC126805601						biological-region	enhancer										
1	126805602	LOC126805602						biological-region	enhancer										
1	126805603	LOC126805603						biological-region	enhancer										
1	126805604	LOC126805604						biological-region	enhancer										
1	126805605	LOC126805605						biological-region	enhancer										
1	126805606	LOC126805606						biological-region	enhancer										
1	126805607	LOC126805607						biological-region	enhancer										
1	126805608	LOC126805608						biological-region	enhancer										
1	126805609	LOC126805609						biological-region	enhancer										
1	126805610	LOC126805610						biological-region	enhancer										
1	126805611	LOC126805611						biological-region	enhancer										
1	126805612	LOC126805612						biological-region	enhancer										
1	126805613	LOC126805613						biological-region	enhancer										
1	126805614	LOC126805614						biological-region	enhancer										
1	126805615	LOC126805615						biological-region	enhancer										
1	126805616	LOC126805616						biological-region	enhancer										
1	126805617	LOC126805617						biological-region	enhancer										
1	126805618	LOC126805618						biological-region	enhancer										
1	126805619	LOC126805619						biological-region	enhancer										
1	126805620	LOC126805620						biological-region	enhancer										
1	126805621	LOC126805621						biological-region	enhancer										
1	126805622	LOC126805622						biological-region	enhancer										
1	126805623	LOC126805623						biological-region	enhancer										
1	126805624	LOC126805624						biological-region	enhancer										
1	126805625	LOC126805625						biological-region	enhancer										
1	126805626	LOC126805626						biological-region	enhancer										
1	126805627	LOC126805627						biological-region	enhancer										
1	126805628	LOC126805628						biological-region	enhancer										
1	126805629	LOC126805629						biological-region	enhancer										
1	126805630	LOC126805630						biological-region	enhancer										
1	126805631	LOC126805631						biological-region	enhancer										
1	126805632	LOC126805632						biological-region	enhancer										
1	126805633	LOC126805633						biological-region	enhancer										
1	126805634	LOC126805634						biological-region	enhancer										
1	126805635	LOC126805635						biological-region	enhancer										
1	126805636	LOC126805636						biological-region	enhancer										
1	126805637	LOC126805637						biological-region	enhancer										
1	126805638	LOC126805638						biological-region	enhancer										
1	126805639	LOC126805639						biological-region	enhancer										
1	126805640	LOC126805640						biological-region	enhancer										
1	126805641	LOC126805641						biological-region	enhancer										
1	126805642	LOC126805642						biological-region	enhancer										
1	126805643	LOC126805643						biological-region	enhancer										
1	126805644	LOC126805644						biological-region	enhancer										
1	126805645	LOC126805645						biological-region	enhancer										
1	126805646	LOC126805646						biological-region	enhancer										
1	126805647	LOC126805647						biological-region	enhancer										
1	126805648	LOC126805648						biological-region	enhancer										
1	126805649	LOC126805649						biological-region	enhancer										
1	126805650	LOC126805650						biological-region	enhancer										
1	126805651	LOC126805651						biological-region	enhancer										
1	126805652	LOC126805652						biological-region	enhancer										
1	126805653	LOC126805653						biological-region	enhancer										
1	126805654	LOC126805654						biological-region	enhancer										
1	126805655	LOC126805655						biological-region	enhancer										
1	126805656	LOC126805656						biological-region	enhancer										
1	126805657	LOC126805657						biological-region	enhancer										
1	126805658	LOC126805658						biological-region	enhancer										
1	126805659	LOC126805659						biological-region	enhancer										
1	126805660	LOC126805660						biological-region	enhancer										
1	126805661	LOC126805661						biological-region	enhancer										
1	126805662	LOC126805662						biological-region	enhancer										
1	126805663	LOC126805663						biological-region	enhancer										
1	126805664	LOC126805664						biological-region	enhancer										
1	126805665	LOC126805665						biological-region	enhancer										
1	126805666	LOC126805666						biological-region	enhancer										
1	126805667	LOC126805667						biological-region	enhancer										
1	126805668	LOC126805668						biological-region	enhancer										
1	126805669	LOC126805669						biological-region	enhancer										
1	126805670	LOC126805670						biological-region	enhancer										
1	126805671	LOC126805671						biological-region	enhancer										
1	126805672	LOC126805672						biological-region	enhancer										
1	126805673	LOC126805673						biological-region	enhancer										
1	126805674	LOC126805674						biological-region	enhancer										
1	126805675	LOC126805675						biological-region	enhancer										
1	126805676	LOC126805676						biological-region	enhancer										
1	126805677	LOC126805677						biological-region	enhancer										
1	126805678	LOC126805678						biological-region	enhancer										
1	126805679	LOC126805679						biological-region	enhancer										
1	126805680	LOC126805680						biological-region	enhancer										
1	126805681	LOC126805681						biological-region	enhancer										
1	126805682	LOC126805682						biological-region	enhancer										
1	126805683	LOC126805683						biological-region	enhancer										
1	126805684	LOC126805684						biological-region	enhancer										
1	126805685	LOC126805685						biological-region	enhancer										
1	126805686	LOC126805686						biological-region	enhancer										
1	126805687	LOC126805687						biological-region	enhancer										
1	126805688	LOC126805688						biological-region	enhancer										
1	126805689	LOC126805689						biological-region	enhancer										
1	126805690	LOC126805690						biological-region	enhancer										
1	126805691	LOC126805691						biological-region	enhancer										
1	126805692	LOC126805692						biological-region	enhancer										
1	126805693	LOC126805693						biological-region	enhancer										
1	126805694	LOC126805694						biological-region	enhancer										
1	126805695	LOC126805695						biological-region	enhancer										
1	126805696	LOC126805696						biological-region	enhancer										
1	126805697	LOC126805697						biological-region	enhancer										
1	126805698	LOC126805698						biological-region	enhancer										
1	126805699	LOC126805699						biological-region	enhancer										
1	126805700	LOC126805700						biological-region	enhancer										
1	126805701	LOC126805701						biological-region	enhancer										
1	126805702	LOC126805702						biological-region	enhancer										
1	126805703	LOC126805703						biological-region	enhancer										
1	126805704	LOC126805704						biological-region	enhancer										
1	126805705	LOC126805705						biological-region	enhancer										
1	126805706	LOC126805706						biological-region	enhancer										
1	126805707	LOC126805707						biological-region	enhancer										
1	126805708	LOC126805708						biological-region	enhancer										
1	126805709	LOC126805709						biological-region	enhancer										
1	126805710	LOC126805710						biological-region	enhancer										
1	126805711	LOC126805711						biological-region	enhancer										
1	126805712	LOC126805712						biological-region	enhancer										
1	126805713	LOC126805713						biological-region	enhancer										
1	126805714	LOC126805714						biological-region	enhancer										
1	126805715	LOC126805715						biological-region	enhancer										
1	126805716	LOC126805716						biological-region	enhancer										
1	126805717	LOC126805717						biological-region	enhancer										
1	126805718	LOC126805718						biological-region	enhancer										
1	126805719	LOC126805719						biological-region	enhancer										
1	126805720	LOC126805720						biological-region	enhancer										
1	126805721	LOC126805721						biological-region	enhancer										
1	126805722	LOC126805722						biological-region	enhancer										
1	126805723	LOC126805723						biological-region	enhancer										
1	126805724	LOC126805724						biological-region	enhancer										
1	126805725	LOC126805725						biological-region	enhancer										
1	126805726	LOC126805726						biological-region	enhancer										
1	126805727	LOC126805727						biological-region	enhancer										
1	126805728	LOC126805728						biological-region	enhancer										
1	126805729	LOC126805729						biological-region	enhancer										
1	126805730	LOC126805730						biological-region	enhancer										
1	126805731	LOC126805731						biological-region	enhancer										
1	126805732	LOC126805732						biological-region	enhancer										
1	126805733	LOC126805733						biological-region	enhancer										
1	126805734	LOC126805734						biological-region	enhancer										
1	126805735	LOC126805735						biological-region	enhancer										
1	126805736	LOC126805736						biological-region	enhancer										
1	126805737	LOC126805737						biological-region	enhancer										
1	126805738	LOC126805738						biological-region	enhancer										
1	126805739	LOC126805739						biological-region	enhancer										
1	126805740	LOC126805740						biological-region	enhancer										
1	126805741	LOC126805741						biological-region	enhancer										
1	126805742	LOC126805742						biological-region	enhancer										
1	126805743	LOC126805743						biological-region	enhancer										
1	126805744	LOC126805744						biological-region	enhancer										
1	126805745	LOC126805745						biological-region	enhancer										
1	126805746	LOC126805746						biological-region	enhancer										
1	126805747	LOC126805747						biological-region	enhancer										
1	126805748	LOC126805748						biological-region	enhancer										
1	126805749	LOC126805749						biological-region	enhancer										
1	126805750	LOC126805750						biological-region	enhancer										
1	126805751	LOC126805751						biological-region	enhancer										
1	126805752	LOC126805752						biological-region	enhancer										
1	126805753	LOC126805753						biological-region	enhancer										
1	126805754	LOC126805754						biological-region	enhancer										
1	126805755	LOC126805755						biological-region	enhancer										
1	126805756	LOC126805756						biological-region	enhancer										
1	126805757	LOC126805757						biological-region	enhancer										
1	126805758	LOC126805758						biological-region	enhancer										
1	126805759	LOC126805759						biological-region	enhancer										
1	126805760	LOC126805760						biological-region	enhancer										
1	126805761	LOC126805761						biological-region	enhancer										
1	126805762	LOC126805762						biological-region	enhancer										
1	126805763	LOC126805763						biological-region	enhancer										
1	126805764	LOC126805764						biological-region	enhancer										
1	126805765	LOC126805765						biological-region	enhancer										
1	126805766	LOC126805766						biological-region	enhancer										
1	126805767	LOC126805767						biological-region	enhancer										
1	126805768	LOC126805768						biological-region	enhancer										
1	126805769	LOC126805769						biological-region	enhancer										
1	126805770	LOC126805770						biological-region	enhancer										
1	126805771	LOC126805771						biological-region	enhancer										
1	126805772	LOC126805772						biological-region	enhancer										
1	126805773	LOC126805773						biological-region	enhancer										
1	126805774	LOC126805774						biological-region	enhancer										
1	126805775	LOC126805775						biological-region	enhancer										
1	126805776	LOC126805776						biological-region	enhancer										
1	126805777	LOC126805777						biological-region	enhancer										
1	126805778	LOC126805778						biological-region	enhancer										
1	126805779	LOC126805779						biological-region	enhancer										
1	126805780	LOC126805780						biological-region	enhancer										
1	126805781	LOC126805781						biological-region	enhancer										
1	126805782	LOC126805782						biological-region	enhancer										
1	126805783	LOC126805783						biological-region	enhancer										
1	126805784	LOC126805784						biological-region	enhancer										
1	126805785	LOC126805785						biological-region	enhancer										
1	126805786	LOC126805786						biological-region	enhancer										
1	126805787	LOC126805787						biological-region	enhancer										
1	126805788	LOC126805788						biological-region	enhancer										
1	126805789	LOC126805789						biological-region	enhancer										
1	126805790	LOC126805790						biological-region	enhancer										
1	126805791	LOC126805791						biological-region	enhancer										
1	126805792	LOC126805792						biological-region	enhancer										
1	126805793	LOC126805793						biological-region	enhancer										
1	126805794	LOC126805794						biological-region	enhancer										
1	126805795	LOC126805795						biological-region	enhancer										
1	126805796	LOC126805796						biological-region	enhancer										
1	126805797	LOC126805797						biological-region	enhancer										
1	126805798	LOC126805798						biological-region	enhancer										
1	126805799	LOC126805799						biological-region	enhancer										
1	126805800	LOC126805800						biological-region	enhancer										
1	126805801	LOC126805801						biological-region	enhancer										
1	126805802	LOC126805802						biological-region	enhancer										
1	126805803	LOC126805803						biological-region	enhancer										
1	126805804	LOC126805804						biological-region	enhancer										
1	126805805	LOC126805805						biological-region	enhancer										
1	126805806	LOC126805806						biological-region	enhancer										
1	126805807	LOC126805807						biological-region	enhancer										
1	126805808	LOC126805808						biological-region	enhancer										
1	126805809	LOC126805809						biological-region	enhancer										
1	126805810	LOC126805810						biological-region	enhancer										
1	126805811	LOC126805811						biological-region	enhancer										
1	126805812	LOC126805812						biological-region	enhancer										
1	126805813	LOC126805813						biological-region	enhancer										
1	126805814	LOC126805814						biological-region	enhancer										
1	126805815	LOC126805815						biological-region	enhancer										
1	126805816	LOC126805816						biological-region	enhancer										
1	126805817	LOC126805817						biological-region	enhancer										
1	126805818	LOC126805818						biological-region	enhancer										
1	126805819	LOC126805819						biological-region	enhancer										
1	126805820	LOC126805820						biological-region	enhancer										
1	126805821	LOC126805821						biological-region	enhancer										
1	126805822	LOC126805822						biological-region	enhancer										
1	126805823	LOC126805823						biological-region	enhancer										
1	126805824	LOC126805824						biological-region	enhancer										
1	126805825	LOC126805825						biological-region	enhancer										
1	126805826	LOC126805826						biological-region	enhancer										
1	126805827	LOC126805827						biological-region	enhancer										
1	126805828	LOC126805828						biological-region	enhancer										
1	126805829	LOC126805829						biological-region	enhancer										
1	126805830	LOC126805830						biological-region	enhancer										
1	126805831	LOC126805831						biological-region	enhancer										
1	126805832	LOC126805832						biological-region	enhancer										
1	126805833	LOC126805833						biological-region	enhancer										
1	126805834	LOC126805834						biological-region	enhancer										
1	126805835	LOC126805835						biological-region	enhancer										
1	126805836	LOC126805836						biological-region	enhancer										
1	126805837	LOC126805837						biological-region	enhancer										
1	126805838	LOC126805838						biological-region	enhancer										
1	126805839	LOC126805839						biological-region	enhancer										
1	126805840	LOC126805840						biological-region	enhancer										
1	126805841	LOC126805841						biological-region	enhancer										
1	126805842	LOC126805842						biological-region	enhancer										
1	126805843	LOC126805843						biological-region	enhancer										
1	126805844	LOC126805844						biological-region	enhancer										
1	126805845	LOC126805845						biological-region	enhancer										
1	126805846	LOC126805846						biological-region	enhancer										
1	126805847	LOC126805847						biological-region	enhancer										
1	126805848	LOC126805848						biological-region	enhancer										
1	126805849	LOC126805849						biological-region	enhancer										
1	126805850	LOC126805850						biological-region	enhancer										
1	126805851	LOC126805851						biological-region	enhancer										
1	126805852	LOC126805852						biological-region	enhancer										
1	126805853	LOC126805853						biological-region	enhancer										
1	126805854	LOC126805854						biological-region	enhancer										
1	126805855	LOC126805855						biological-region	enhancer										
1	126805856	LOC126805856						biological-region	enhancer										
1	126805857	LOC126805857						biological-region	enhancer										
1	126805858	LOC126805858						biological-region	enhancer										
1	126805859	LOC126805859						biological-region	enhancer										
1	126805860	LOC126805860						biological-region	enhancer										
1	126805861	LOC126805861						biological-region	enhancer										
1	126805862	LOC126805862						biological-region	enhancer										
1	126805863	LOC126805863						biological-region	enhancer										
1	126805864	LOC126805864						biological-region	enhancer										
1	126805865	LOC126805865						biological-region	enhancer										
1	126805866	LOC126805866						biological-region	enhancer										
1	126805867	LOC126805867						biological-region	enhancer										
1	126805868	LOC126805868						biological-region	enhancer										
1	126805869	LOC126805869						biological-region	enhancer										
1	126805870	LOC126805870						biological-region	enhancer										
1	126805871	LOC126805871						biological-region	enhancer										
1	126805872	LOC126805872						biological-region	enhancer										
1	126805873	LOC126805873						biological-region	enhancer										
1	126805874	LOC126805874						biological-region	enhancer										
1	126805875	LOC126805875						biological-region	enhancer										
1	126805876	LOC126805876						biological-region	enhancer										
1	126805877	LOC126805877						biological-region	enhancer										
1	126805878	LOC126805878						biological-region	enhancer										
1	126805879	LOC126805879						biological-region	enhancer										
1	126805880	LOC126805880						biological-region	enhancer										
1	126805881	LOC126805881						biological-region	enhancer										
1	126805882	LOC126805882						biological-region	enhancer										
1	126805883	LOC126805883						biological-region	enhancer										
1	126805884	LOC126805884						biological-region	enhancer										
1	126805885	LOC126805885						biological-region	enhancer										
1	126805886	LOC126805886						biological-region	enhancer										
1	126805887	LOC126805887						biological-region	enhancer										
1	126805888	LOC126805888						biological-region	enhancer										
1	126805889	LOC126805889						biological-region	enhancer										
1	126805890	LOC126805890						biological-region	enhancer										
1	126805891	LOC126805891						biological-region	enhancer										
1	126805892	LOC126805892						biological-region	enhancer										
1	126805893	LOC126805893						biological-region	enhancer										
1	126805894	LOC126805894						biological-region	enhancer										
1	126805895	LOC126805895						biological-region	enhancer										
1	126805896	LOC126805896						biological-region	enhancer										
1	126805897	LOC126805897						biological-region	enhancer										
1	126805898	LOC126805898						biological-region	enhancer										
1	126805899	LOC126805899						biological-region	enhancer										
1	126805900	LOC126805900						biological-region	enhancer										
1	126805901	LOC126805901						biological-region	enhancer										
1	126805902	LOC126805902						biological-region	enhancer										
1	126805903	LOC126805903						biological-region	enhancer										
1	126805904	LOC126805904						biological-region	enhancer										
1	126805905	LOC126805905						biological-region	enhancer										
1	126805906	LOC126805906						biological-region	enhancer										
1	126805907	LOC126805907						biological-region	enhancer										
1	126805908	LOC126805908						biological-region	enhancer										
1	126805909	LOC126805909						biological-region	enhancer										
1	126805910	LOC126805910						biological-region	enhancer										
1	126805911	LOC126805911						biological-region	enhancer										
1	126805912	LOC126805912						biological-region	enhancer										
1	126805913	LOC126805913						biological-region	enhancer										
1	126805914	LOC126805914						biological-region	enhancer										
1	126805915	LOC126805915						biological-region	enhancer										
1	126805916	LOC126805916						biological-region	enhancer										
1	126805917	LOC126805917						biological-region	enhancer										
1	126805918	LOC126805918						biological-region	enhancer										
1	126805919	LOC126805919						biological-region	enhancer										
1	126805920	LOC126805920						biological-region	enhancer										
1	126805921	LOC126805921						biological-region	enhancer										
1	126805922	LOC126805922						biological-region	enhancer										
1	126805923	LOC126805923						biological-region	enhancer										
1	126805924	LOC126805924						biological-region	enhancer										
1	126805925	LOC126805925						biological-region	enhancer										
1	126805926	LOC126805926						biological-region	enhancer										
1	126805927	LOC126805927						biological-region	enhancer										
1	126805928	LOC126805928						biological-region	enhancer										
1	126805929	LOC126805929						biological-region	enhancer										
1	126805930	LOC126805930						biological-region	enhancer										
1	126805931	LOC126805931						biological-region	enhancer										
1	126805932	LOC126805932						biological-region	enhancer										
1	126805933	LOC126805933						biological-region	enhancer										
1	126805934	LOC126805934						biological-region	enhancer										
1	126805935	LOC126805935						biological-region	enhancer										
1	126805936	LOC126805936						biological-region	enhancer										
1	126805937	LOC126805937						biological-region	enhancer										
1	126805938	LOC126805938						biological-region	enhancer										
1	126805939	LOC126805939						biological-region	enhancer										
1	126805940	LOC126805940						biological-region	enhancer										
1	126805941	LOC126805941						biological-region	enhancer										
1	126805942	LOC126805942						biological-region	enhancer										
1	126805943	LOC126805943						biological-region	enhancer										
1	126805944	LOC126805944						biological-region	enhancer										
1	126805945	LOC126805945						biological-region	enhancer										
1	126805946	LOC126805946						biological-region	enhancer										
1	126805947	LOC126805947						biological-region	enhancer										
1	126805948	LOC126805948						biological-region	enhancer										
1	126805949	LOC126805949						biological-region	enhancer										
1	126805950	LOC126805950						biological-region	enhancer										
1	126805951	LOC126805951						biological-region	enhancer										
1	126805952	LOC126805952						biological-region	enhancer										
1	126805953	LOC126805953						biological-region	enhancer										
1	126805954	LOC126805954						biological-region	enhancer										
1	126805955	LOC126805955						biological-region	enhancer										
1	126805956	LOC126805956						biological-region	enhancer										
1	126805957	LOC126805957						biological-region	enhancer										
1	126805958	LOC126805958						biological-region	enhancer										
1	126805959	LOC126805959						biological-region	enhancer										
1	126805960	LOC126805960						biological-region	enhancer										
1	126805961	LOC126805961						biological-region	enhancer										
1	126805962	LOC126805962						biological-region	enhancer										
1	126805963	LOC126805963						biological-region	enhancer										
1	126805964	LOC126805964						biological-region	enhancer										
1	126805965	LOC126805965						biological-region	enhancer										
1	126805966	LOC126805966						biological-region	enhancer										
1	126805967	LOC126805967						biological-region	enhancer										
1	126805968	LOC126805968						biological-region	enhancer										
1	126805969	LOC126805969						biological-region	enhancer										
1	126805970	LOC126805970						biological-region	enhancer										
1	126805971	LOC126805971						biological-region	enhancer										
1	126805972	LOC126805972						biological-region	enhancer										
1	126805973	LOC126805973						biological-region	enhancer										
1	126805974	LOC126805974						biological-region	enhancer										
1	126805975	LOC126805975						biological-region	enhancer										
1	126805976	LOC126805976						biological-region	enhancer										
1	126805977	LOC126805977						biological-region	enhancer										
1	126805978	LOC126805978						biological-region	enhancer										
1	126805979	LOC126805979						biological-region	enhancer										
1	126805980	LOC126805980						biological-region	enhancer										
1	126805981	LOC126805981						biological-region	enhancer										
1	126805982	LOC126805982						biological-region	enhancer										
1	126805983	LOC126805983						biological-region	enhancer										
1	126805984	LOC126805984						biological-region	enhancer										
1	126805985	LOC126805985						biological-region	enhancer										
1	126805986	LOC126805986						biological-region	enhancer										
1	126805987	LOC126805987						biological-region	enhancer										
1	126805988	LOC126805988						biological-region	enhancer										
1	126805989	LOC126805989						biological-region	enhancer										
1	126805990	LOC126805990						biological-region	enhancer										
1	126805991	LOC126805991						biological-region	enhancer										
1	126805992	LOC126805992						biological-region	enhancer										
1	126805993	LOC126805993						biological-region	enhancer										
1	126805994	LOC126805994						biological-region	enhancer										
1	126805995	LOC126805995						biological-region	enhancer										
1	126805996	LOC126805996						biological-region	enhancer										
1	126805997	LOC126805997						biological-region	enhancer										
1	126805998	LOC126805998						biological-region	enhancer										
1	126805999	LOC126805999						biological-region	enhancer										
1	126806000	LOC126806000						biological-region	enhancer										
1	126806001	LOC126806001						biological-region	enhancer										
1	126806002	LOC126806002						biological-region	enhancer										
1	126806003	LOC126806003						biological-region	enhancer										
1	126806004	LOC126806004						biological-region	enhancer										
1	126806005	LOC126806005						biological-region	enhancer										
1	126806006	LOC126806006						biological-region	enhancer										
1	126806007	LOC126806007						biological-region	enhancer										
1	126806008	LOC126806008						biological-region	enhancer										
1	126806009	LOC126806009						biological-region	enhancer										
1	126806010	LOC126806010						biological-region	enhancer										
1	126806011	LOC126806011						biological-region	enhancer										
1	126806012	LOC126806012						biological-region	enhancer										
1	126806013	LOC126806013						biological-region	enhancer										
1	126806014	LOC126806014						biological-region	enhancer										
1	126806015	LOC126806015						biological-region	enhancer										
1	126806016	LOC126806016						biological-region	enhancer										
1	126806017	LOC126806017						biological-region	enhancer										
1	126806018	LOC126806018						biological-region	enhancer										
1	126806019	LOC126806019						biological-region	enhancer										
1	126806020	LOC126806020						biological-region	enhancer										
1	126806021	LOC126806021						biological-region	enhancer										
1	126806022	LOC126806022						biological-region	enhancer										
1	126806023	LOC126806023						biological-region	enhancer										
1	126806024	LOC126806024						biological-region	enhancer										
1	126806025	LOC126806025						biological-region	enhancer										
1	126806026	LOC126806026						biological-region	enhancer										
1	126806027	LOC126806027						biological-region	enhancer										
1	126806028	LOC126806028						biological-region	enhancer										
1	126806029	LOC126806029						biological-region	enhancer										
1	126806030	LOC126806030						biological-region	enhancer										
1	126806031	LOC126806031						biological-region	enhancer										
1	126806032	LOC126806032						biological-region	enhancer										
1	126806033	LOC126806033						biological-region	enhancer										
1	126806034	LOC126806034						biological-region	enhancer										
1	126806035	LOC126806035						biological-region	enhancer										
1	126806036	LOC126806036						biological-region	enhancer										
1	126806037	LOC126806037						biological-region	enhancer										
1	126806038	LOC126806038						biological-region	enhancer										
1	126806039	LOC126806039						biological-region	enhancer										
1	126806040	LOC126806040						biological-region	enhancer										
1	126806041	LOC126806041						biological-region	enhancer										
1	126806042	LOC126806042						biological-region	enhancer										
1	126806043	LOC126806043						biological-region	enhancer										
1	126806044	LOC126806044						biological-region	enhancer										
1	126806045	LOC126806045						biological-region	enhancer										
1	126806046	LOC126806046						biological-region	enhancer										
1	126806047	LOC126806047						biological-region	enhancer										
1	126806048	LOC126806048						biological-region	enhancer										
1	126806049	LOC126806049						biological-region	enhancer										
1	126806050	LOC126806050						biological-region	enhancer										
1	126806051	LOC126806051						biological-region	enhancer										
1	126806052	LOC126806052						biological-region	enhancer										
1	126806053	LOC126806053						biological-region	enhancer										
1	126806054	LOC126806054						biological-region	enhancer										
1	126806055	LOC126806055						biological-region	enhancer										
1	126806056	LOC126806056						biological-region	enhancer										
1	126806057	LOC126806057						biological-region	enhancer										
1	126806058	LOC126806058						biological-region	enhancer										
1	126806059	LOC126806059						biological-region	enhancer										
1	126806060	LOC126806060						biological-region	enhancer										
1	126806061	LOC126806061						biological-region	enhancer										
1	126806062	LOC126806062						biological-region	enhancer										
1	126806063	LOC126806063						biological-region	enhancer										
1	126806064	LOC126806064						biological-region	enhancer										
1	126806065	LOC126806065						biological-region	enhancer										
1	126806066	LOC126806066						biological-region	enhancer										
1	126806067	LOC126806067						biological-region	enhancer										
1	126806068	LOC126806068						biological-region	enhancer										
1	126806069	LOC126806069						biological-region	enhancer										
1	126806070	LOC126806070						biological-region	enhancer										
1	126806071	LOC126806071						biological-region	enhancer										
1	126806072	LOC126806072						biological-region	enhancer										
1	126806073	LOC126806073						biological-region	enhancer										
1	126806074	LOC126806074						biological-region	enhancer										
1	126806075	LOC126806075						biological-region	enhancer										
1	126806076	LOC126806076						biological-region	enhancer										
1	126806077	LOC126806077						biological-region	enhancer										
1	126806078	LOC126806078						biological-region	enhancer										
1	126806079	LOC126806079						biological-region	enhancer										
1	126806080	LOC126806080						biological-region	enhancer										
1	126806081	LOC126806081						biological-region	enhancer										
1	126806082	LOC126806082						biological-region	enhancer										
1	126806083	LOC126806083						biological-region	enhancer										
1	126806084	LOC126806084						biological-region	enhancer										
1	126806085	LOC126806085						biological-region	enhancer										
1	126806086	LOC126806086						biological-region	enhancer										
1	126806087	LOC126806087						biological-region	enhancer										
1	126806088	LOC126806088						biological-region	enhancer										
1	126806089	LOC126806089						biological-region	enhancer										
1	126806090	LOC126806090						biological-region	enhancer										
1	127138888	LOC127138888						biological-region	enhancer										
1	127138889	LOC127138889						biological-region	enhancer										
1	127138895	LOC127138895						biological-region	enhancer										
1	127151768	LOC127151768						biological-region	enhancer										
1	127151769	LOC127151769						biological-region	enhancer										
1	127151770	LOC127151770						biological-region	enhancer										
1	127151771	LOC127151771						biological-region	enhancer										
1	127151772	LOC127151772						biological-region	enhancer										
1	127151773	LOC127151773						biological-region	enhancer										
1	127151774	LOC127151774						biological-region	enhancer										
1	127151775	LOC127151775						biological-region	enhancer										
1	127151776	LOC127151776						biological-region	enhancer										
1	127151777	LOC127151777						biological-region	enhancer										
1	127151778	LOC127151778						biological-region	enhancer										
1	127151779	LOC127151779						biological-region	enhancer										
1	127151780	LOC127151780						biological-region	enhancer										
1	127151781	LOC127151781						biological-region	enhancer										
1	127151782	LOC127151782						biological-region	enhancer										
1	127151783	LOC127151783						biological-region	enhancer										
1	127151784	LOC127151784						biological-region	enhancer										
1	127151785	LOC127151785						biological-region	enhancer										
1	127151787	LOC127151787						biological-region	enhancer										
1	127266738	LOC127266738						biological-region	enhancer										
1	127266739	LOC127266739						biological-region	enhancer										
1	127266740	LOC127266740						biological-region	enhancer										
1	127266741	LOC127266741						biological-region	enhancer										
1	127266742	LOC127266742						biological-region	enhancer										
1	127266743	LOC127266743						biological-region	enhancer										
1	127266744	LOC127266744						biological-region	enhancer										
1	127266745	LOC127266745						biological-region	enhancer										
1	127266746	LOC127266746						biological-region	enhancer										
1	127266747	LOC127266747						biological-region	enhancer										
1	127266748	LOC127266748						biological-region	enhancer										
1	127266749	LOC127266749						biological-region	enhancer										
1	127266750	LOC127266750						biological-region	enhancer										
1	127266751	LOC127266751						biological-region	enhancer										
1	127266752	LOC127266752						biological-region	enhancer										
1	127266753	LOC127266753						biological-region	enhancer										
1	127266754	LOC127266754						biological-region	enhancer										
1	127266755	LOC127266755						biological-region	enhancer										
1	127266756	LOC127266756						biological-region	enhancer										
1	127266757	LOC127266757						biological-region	enhancer										
1	127266758	LOC127266758						biological-region	enhancer										
1	127266759	LOC127266759						biological-region	enhancer										
1	127266760	LOC127266760						biological-region	enhancer										
1	127266761	LOC127266761						biological-region	enhancer										
1	127266762	LOC127266762						biological-region	enhancer										
1	127266763	LOC127266763						biological-region	enhancer										
1	127266764	LOC127266764						biological-region	enhancer										
1	127266765	LOC127266765						biological-region	enhancer										
1	127266766	LOC127266766						biological-region	enhancer										
1	127266767	LOC127266767						biological-region	enhancer										
1	127266768	LOC127266768						biological-region	enhancer										
1	127266769	LOC127266769						biological-region	enhancer										
1	127266770	LOC127266770						biological-region	enhancer										
1	127266771	LOC127266771						biological-region	enhancer										
1	127266772	LOC127266772						biological-region	enhancer										
1	127266773	LOC127266773						biological-region	enhancer										
1	127266774	LOC127266774						biological-region	enhancer										
1	127266775	LOC127266775						biological-region	enhancer										
1	127266776	LOC127266776						biological-region	enhancer										
1	127266777	LOC127266777						biological-region	enhancer										
1	127266778	LOC127266778						biological-region	enhancer										
